species_key	display_name	phylum	n_lcr	n_terminal	pct_terminal	odds_ratio	pvalue	significant
volvox_carteri	Volvox carteri f. nagariensis	Chlorophyta	3231	339	10.49	1.055	0.270558	False
wolbachia_endosymbiont_of_drosophila_melanogaster_gca_000008025	Wolbachia endosymbiont of Drosophila melanogaster	Bacteria	4	0	0.0		1.0	False
wyeomyia_smithii_gca029784165v1rs	Wyeomyia smithii	Insecta	1268	207	16.32	1.767	1e-06	True
xanthomonas_campestris_pv_campestris_str_atcc_33913_gca_000007145	Xanthomonas campestris pv. campestris str. ATCC 33913	Bacteria	59	24	40.68	7.269	4.7e-05	True
yersinia_pestis_biovar_microtus_str_91001_gca_000007885	Yersinia pestis biovar Microtus str. 91001	Bacteria	22	10	45.45	7.917	0.009861	True
zea_mays	Zea mays	Viridiplantae	2812	686	24.4	2.905	0.0	True
zerene_cesonia_gca012273895v2rs	Zerene cesonia	Insecta	522	92	17.62	1.93	0.000228	True
zeugodacus_cucurbitae_gca028554725v2rs	Zeugodacus cucurbitae	Insecta	1422	230	16.17	1.738	1e-06	True
zootermopsis_nevadensis	Zootermopsis nevadensis	Insecta	805	177	21.99	2.551	0.0	True
zymoseptoria_tritici	Zymoseptoria tritici	Fungi	332	76	22.89	2.681	5e-06	True
